USER_ID,ITEM_ID,EVENT_TYPE,TIMESTAMP
10027,6,Watch,1618770733
10024,7,Watch,1628833714
10020,2,Watch,1735484430
10014,13,Play,1596853101
10009,5,Watch,1598836147
10021,13,Watch,1608569386
10025,19,Watch,1673905423
10010,1,Play,1656103384
10005,13,Watch,1595622077
10019,8,Watch,1705468040
10004,4,Watch,1706783065
10026,17,Watch,1586071570
10025,17,Watch,1698550964
10026,8,Watch,1710644675
10021,5,Watch,1582418502
10026,6,Play,1696358468
10012,14,Watch,1598123547
10027,14,Watch,1672950372
10021,6,Watch,1690829833
10021,6,Watch,1603885584
10002,11,Watch,1597124869
10015,3,Watch,1686800390
10017,0,Watch,1584480367
10001,14,Watch,1651544306
10024,6,Watch,1616933918
10014,15,Watch,1601036907
10013,9,Watch,1591245663
10008,5,Watch,1636768623
10021,18,Play,1645162795
10003,14,Watch,1599322397
10003,18,Watch,1604771115
10006,11,Watch,1654895952
10005,6,Watch,1679583265
10003,9,Watch,1679612186
10021,19,Watch,1580249588
10024,16,Watch,1606747151
10012,2,Watch,1592055829
10006,15,Play,1588610538
10000,18,Watch,1727412851
10018,0,Play,1623929312
10003,12,Watch,1710543952
10017,16,Watch,1705461521
10004,11,Watch,1629916223
10017,3,Watch,1706510086
10002,7,Watch,1650725727
10019,8,Watch,1612381952
10008,8,Watch,1674656920
10024,4,Watch,1607463390
10023,6,Watch,1669391788
10004,5,Watch,1652712218
10014,1,Stop,1611969659
10022,19,Watch,1584078478
10019,4,Play,1694866204
10014,10,Watch,1694855668
10027,18,Watch,1653378950
10012,16,Watch,1671700560
10004,19,Watch,1655560946
10017,13,Watch,1703258818
10013,19,Watch,1674547591
10021,7,Stop,1714865686
10023,7,Watch,1588165885
10028,16,Watch,1694096115
10017,7,Play,1649958533
10016,9,Play,1735582487
10029,15,Watch,1666636330
10014,18,Watch,1709349194
10026,2,Watch,1605682701
10001,10,Watch,1687523689
10016,12,Watch,1649012508
10008,14,Watch,1644468006
10017,19,Watch,1703196414
10019,15,Watch,1618619109
10026,0,Watch,1635772664
10015,1,Watch,1605687223
10001,0,Play,1587643860
10026,18,Watch,1623651288
10003,10,Play,1617439154
10010,0,Play,1695872925
10020,4,Watch,1715589550
10028,12,Watch,1631780094
10016,12,Watch,1598245954
10013,16,Watch,1652630266
10006,4,Stop,1616601480
10005,0,Watch,1622952084
10006,8,Watch,1707011149
10021,13,Watch,1596771403
10028,18,Stop,1734993349
10011,1,Watch,1639640958
10021,5,Watch,1668480767
10023,5,Watch,1697719776
10003,8,Watch,1586768503
10006,18,Watch,1601258375
10025,15,Stop,1630930026
10021,3,Watch,1612628223
10014,15,Play,1735452787
10019,14,Watch,1623619453
10013,18,Watch,1620054051
10004,4,Watch,1699977349
10001,8,Watch,1616651976
10007,18,Watch,1676467114
10021,17,Watch,1629690775
10017,16,Watch,1633940941
10005,17,Watch,1651773604
10021,7,Watch,1698695003
10019,1,Play,1680085103
10014,6,Watch,1662355387
10018,10,Watch,1598206330
10000,15,Play,1613544503
10026,6,Play,1671920815
10020,0,Stop,1624099963
10012,3,Watch,1585128534
10024,0,Play,1684391676
10011,1,Watch,1735242140
10020,4,Watch,1665985489
10010,13,Watch,1640053401
10014,12,Watch,1596142431
10020,17,Stop,1590564732
10007,2,Watch,1597432809
10029,14,Play,1697119068
10014,19,Watch,1583539352
10018,10,Watch,1616818708
10019,4,Watch,1709302106
10022,14,Watch,1691108303
10016,12,Watch,1716467708
10008,16,Watch,1656047513
10021,9,Watch,1690006996
10003,11,Watch,1630011865
10025,6,Play,1614266858
10005,6,Watch,1638388878
10001,6,Stop,1701713081
10027,8,Watch,1578882670
10028,1,Play,1676213095
10004,14,Watch,1664221032
10019,2,Watch,1595823544
10013,6,Watch,1683653740
10001,3,Watch,1605028614
10026,13,Watch,1634233087
10009,4,Watch,1720467787
10002,17,Watch,1610298780
10014,13,Watch,1636444479
10022,9,Play,1607737108
10004,18,Watch,1673237160
10009,0,Watch,1614469750
10021,6,Watch,1684154381
10000,19,Watch,1633299899
10008,12,Play,1657687115
10006,5,Watch,1711718110
10025,11,Watch,1732276741
10005,16,Watch,1699571155
10009,16,Watch,1707092662
10025,10,Play,1615613459
10000,18,Watch,1601685981
10008,12,Play,1644285168
10024,0,Watch,1699864305
10016,10,Play,1595832373
10000,12,Watch,1607439169
10005,13,Watch,1611472689
10005,1,Play,1684929263
10018,5,Stop,1674765226
10018,18,Watch,1692214713
10023,15,Play,1621715363
10006,19,Play,1727551100
10008,1,Watch,1701898576
10012,14,Watch,1580310840
10017,9,Play,1585708535
10028,3,Watch,1591715382
10003,13,Watch,1600550420
10025,3,Watch,1695161160
10022,17,Watch,1686023994
10011,5,Watch,1710290539
10018,9,Watch,1600845331
10008,5,Watch,1662635484
10005,11,Watch,1692323145
10001,9,Watch,1706649419
10006,12,Watch,1718102648
10022,4,Stop,1583697449
10026,19,Watch,1658943965
10019,11,Watch,1698805063
10011,1,Play,1649443556
10020,9,Play,1607233573
10024,5,Play,1599074729
10018,9,Watch,1601056192
10021,2,Stop,1720337467
10012,7,Stop,1734921598
10013,0,Stop,1695848286
10020,16,Watch,1637052816
10003,9,Watch,1595821880
10020,13,Watch,1664694324
10005,13,Watch,1709865155
10004,5,Watch,1676875359
10011,15,Play,1657817301
10027,2,Stop,1642015676
10019,17,Watch,1701566894
10018,4,Watch,1635300150
10019,14,Stop,1591736174
10014,9,Stop,1732113616
10010,14,Play,1578746295
10029,14,Watch,1682263263
10011,0,Watch,1597871393
10012,10,Watch,1668089759
10001,0,Watch,1728019064
10000,14,Play,1654931148
10027,16,Watch,1685628923
10005,19,Play,1628327174
10023,9,Watch,1710468419
10003,13,Watch,1657135612
10028,14,Play,1628337952
10006,17,Watch,1673397530
10028,18,Play,1660715792
10020,7,Watch,1583111815
10011,7,Play,1598331622
10003,17,Play,1598107559
10027,14,Watch,1688099950
10018,17,Watch,1732098414
10012,18,Watch,1601498335
10010,9,Watch,1636467284
10010,1,Watch,1621951926
10006,15,Watch,1682801972
10015,1,Watch,1683367802
10003,1,Watch,1679944494
10004,2,Play,1653059208
10002,18,Play,1652230351
10007,5,Watch,1687828977
10006,8,Watch,1635534086
10003,0,Play,1668871746
10023,15,Play,1591827376
10025,2,Play,1598714694
10026,12,Play,1654541217
10001,18,Play,1688231485
10017,15,Watch,1618122859
10022,18,Watch,1606535418
10021,16,Play,1672610076
10023,3,Watch,1710016956
10028,1,Watch,1667714194
10027,11,Watch,1667997287
10028,2,Watch,1613073194
10023,16,Play,1647690927
10016,17,Watch,1723270717
10009,3,Play,1649021381
10007,18,Watch,1652788027
10026,19,Watch,1595198070
10021,8,Watch,1710045865
10020,5,Play,1595834465
10021,1,Watch,1605265149
10019,6,Watch,1685044423
10021,19,Watch,1618971332
10004,0,Watch,1649668452
10017,2,Play,1628693335
10007,0,Watch,1683844960
10003,9,Watch,1691620153
10003,3,Watch,1599989729
10018,2,Watch,1694124819
10002,8,Play,1673352528
10027,0,Play,1632110187
10027,14,Watch,1711149479
10008,3,Watch,1612975717
10019,3,Watch,1659612044
10001,1,Watch,1580390757
10022,15,Watch,1694528791
10007,13,Watch,1627409847
10014,4,Watch,1653105990
10007,6,Watch,1712929741
10004,7,Watch,1678868674
10013,12,Watch,1686557854
10026,17,Watch,1734961624
10023,1,Watch,1614867137
10016,7,Watch,1707342166
10028,17,Play,1589908778
10011,19,Play,1664876366
10018,5,Watch,1619720982
10006,9,Watch,1661172988
10001,17,Play,1595940226
10007,12,Play,1676773386
10002,6,Watch,1665436786
10004,12,Stop,1657689006
10017,9,Play,1599387155
10011,2,Watch,1603059069
10024,14,Watch,1593065662
10019,8,Stop,1580204410
10002,7,Watch,1631864908
10026,10,Play,1713048783
10008,19,Watch,1605958398
10016,10,Play,1602530435
10022,3,Watch,1585737280
10020,18,Watch,1598010993
10015,9,Play,1658583007
10012,15,Watch,1627981223
10016,8,Watch,1593563072
10020,6,Watch,1692992838
10003,9,Watch,1639088627
10018,1,Play,1610825873
10011,6,Watch,1661014679
10013,4,Watch,1620358197
10006,18,Watch,1698778016
10024,0,Play,1662202355
10018,1,Watch,1710037279
10024,5,Play,1626903391
10027,8,Watch,1681182496
10008,0,Watch,1726764920
10003,19,Stop,1623872680
10009,10,Watch,1586096072
10015,7,Play,1647253661
10007,15,Watch,1731065682
10004,11,Play,1728657872
10005,1,Watch,1725535501
10025,15,Watch,1719123274
10008,13,Watch,1709437701
10021,6,Watch,1600573545
10000,17,Watch,1626081617
10018,12,Play,1679390133
10017,1,Watch,1629537649
10024,1,Watch,1653895481
10019,7,Play,1732400343
10026,8,Watch,1586637433
10021,3,Watch,1659796183
10020,0,Watch,1700615515
10021,14,Play,1732671649
10020,13,Watch,1708809501
10005,1,Watch,1708874284
10020,3,Watch,1708653353
10022,4,Watch,1721458052
10018,0,Watch,1583282948
10002,8,Watch,1672240035
10007,15,Play,1608356441
10003,2,Stop,1682194692
10017,9,Watch,1634695593
10005,11,Watch,1603492003
10004,12,Watch,1663145920
10014,9,Watch,1708928535
10021,8,Watch,1588728765
10021,1,Watch,1605898448
10000,12,Watch,1605999595
10000,9,Watch,1705253980
10007,19,Watch,1599211850
10028,6,Watch,1578482139
10029,11,Watch,1719844553
10011,2,Watch,1666259381
10014,1,Watch,1732047073
10020,9,Stop,1711878145
10028,1,Stop,1629000034
10004,12,Play,1683678662
10025,13,Play,1731902493
10003,19,Play,1633217451
10025,19,Watch,1678066397
10009,4,Play,1610302130
10016,3,Watch,1623094099
10019,0,Watch,1701015037
10018,19,Watch,1636999063
10019,1,Watch,1614204544
10005,17,Watch,1716385526
10004,1,Watch,1625846727
10027,19,Play,1644457008
10008,16,Watch,1657581710
10017,6,Watch,1733112383
10020,15,Watch,1581710365
10007,11,Watch,1622613563
10027,10,Stop,1651821035
10014,14,Watch,1671837105
10013,14,Watch,1684138737
10004,5,Play,1723648150
10028,11,Watch,1692434347
10021,6,Watch,1656314021
10025,1,Watch,1586832668
10019,6,Watch,1730229715
10029,4,Watch,1581405486
10006,9,Play,1600165254
10012,11,Play,1659970549
10026,1,Stop,1656488092
10008,14,Watch,1650192957
10022,8,Watch,1720042453
10021,2,Watch,1652185124
10008,4,Watch,1706351559
10003,17,Watch,1595736349
10015,13,Watch,1722162086
10013,1,Watch,1697498514
10017,2,Watch,1705693030
10021,17,Watch,1629067743
10018,5,Play,1637193805
10011,3,Watch,1640632321
10014,13,Play,1719815456
10000,1,Watch,1605325563
10027,11,Watch,1667462172
10002,2,Stop,1668607182
10018,16,Watch,1654751088
10016,2,Watch,1587413250
10003,0,Play,1638180288
10019,8,Watch,1611799329
10025,0,Watch,1613723244
10012,8,Watch,1694408597
10000,12,Play,1733132283
10010,12,Watch,1591940783
10013,3,Watch,1654709640
10018,13,Stop,1699487041
10008,4,Play,1655343521
10009,18,Stop,1667261759
10020,4,Stop,1585551985
10003,10,Watch,1676340250
10014,16,Watch,1675993144
10028,2,Stop,1654338513
10001,10,Watch,1718545809
10015,12,Watch,1639216019
10024,15,Play,1720171300
10007,17,Watch,1735040230
10029,13,Play,1724748668
10005,18,Watch,1721250115
10001,6,Watch,1718458756
10006,7,Watch,1660887484
10005,7,Play,1613543282
10025,15,Watch,1664562680
10013,1,Play,1648178715
10000,5,Play,1593409850
10012,13,Stop,1603815344
10006,14,Play,1616067970
10028,12,Play,1595450071
10001,15,Play,1613329157
10029,4,Watch,1681557798
10026,8,Play,1706085439
10005,7,Watch,1683884533
10018,5,Watch,1647839890
10011,16,Play,1698457612
10015,18,Watch,1637124482
10002,7,Watch,1606391598
10007,18,Watch,1585604788
10009,19,Play,1588460534
10014,6,Play,1697788045
10006,17,Play,1732837740
10008,7,Watch,1639592846
10000,16,Watch,1607289984
10004,1,Play,1713670631
10006,8,Watch,1702638063
10014,16,Watch,1578304722
10024,0,Watch,1613150554
10005,0,Watch,1621881034
10009,19,Watch,1578968882
10029,10,Watch,1709041247
10021,7,Watch,1691691567
10029,7,Watch,1636893806
10022,12,Watch,1702118502
10027,0,Watch,1680099192
10021,10,Watch,1631079374
10017,13,Play,1627488100
10015,12,Watch,1676636152
10017,2,Watch,1598406024
10019,6,Play,1589701811
10001,4,Watch,1666340252
10018,6,Watch,1692631504
10000,3,Watch,1698172435
10001,9,Stop,1687792774
10004,11,Play,1690638340
10012,2,Watch,1630561649
10017,19,Play,1592477886
10004,5,Play,1666610360
10020,17,Watch,1695976298
10027,14,Watch,1651007912
10022,7,Watch,1677813738
10003,4,Play,1703982255
10022,2,Stop,1620817856
10014,3,Watch,1620234686
10008,12,Play,1728991987
10015,13,Watch,1637478546
10007,18,Watch,1650274062
10029,15,Watch,1583602913
10001,17,Play,1614137728
10000,18,Play,1665466783
10029,18,Watch,1714775565
10000,18,Watch,1613060440
10025,7,Watch,1602996436
10013,7,Watch,1606848265
10017,16,Play,1632508118
10023,10,Stop,1717049658
10008,6,Watch,1606918363
10000,4,Watch,1647877357
10002,18,Play,1634261389
10026,13,Watch,1690944664
10028,10,Watch,1604644844
10013,10,Play,1709036481
10025,16,Play,1688651869
10018,10,Watch,1712480430
10024,10,Watch,1580765980
10027,3,Watch,1704314547
10009,17,Stop,1617015770
10015,13,Play,1720879491
10021,3,Watch,1614575095
10002,7,Watch,1595577365
10005,12,Watch,1716542927
10013,6,Watch,1591269015
10008,1,Watch,1641643226
10000,9,Watch,1623447557
10015,19,Watch,1731130780
10024,12,Play,1721539363
10020,14,Watch,1660970828
10013,15,Stop,1621509046
10016,7,Stop,1651884977
10011,19,Watch,1649079811
10009,10,Watch,1705544801
10012,13,Watch,1713404408
